TPR,FPR,scores.order.scores..decreasing...TRUE..,labels
4.2283298097251583e-4,0,87.72,TRUE
8.456659619450317e-4,0,85.22,TRUE
8.456659619450317e-4,6.729475100942126e-5,84.74,FALSE
8.456659619450317e-4,1.3458950201884252e-4,84.56,FALSE
0.0012684989429175475,1.3458950201884252e-4,83.67,TRUE
0.0016913319238900633,1.3458950201884252e-4,82.94,TRUE
0.0016913319238900633,2.018842530282638e-4,82.59,FALSE
0.0021141649048625794,2.018842530282638e-4,82.14,TRUE
0.002536997885835095,2.018842530282638e-4,81.65,TRUE
0.002959830866807611,2.018842530282638e-4,81.43,TRUE
0.0033826638477801266,2.018842530282638e-4,80.4,TRUE
0.0038054968287526427,2.018842530282638e-4,80.38,TRUE
0.0038054968287526427,2.6917900403768504e-4,80.22,FALSE
0.0038054968287526427,3.3647375504710633e-4,79.68,FALSE
0.0038054968287526427,4.037685060565276e-4,79.42,FALSE
0.004228329809725159,4.037685060565276e-4,79.23,TRUE
0.004651162790697674,4.037685060565276e-4,79.23,TRUE
0.004651162790697674,4.7106325706594885e-4,78.73,FALSE
0.004651162790697674,5.383580080753701e-4,78.45,FALSE
0.00507399577167019,5.383580080753701e-4,77.58,TRUE
0.0054968287526427064,5.383580080753701e-4,77.14,TRUE
0.005919661733615222,5.383580080753701e-4,77.05,TRUE
0.006342494714587738,5.383580080753701e-4,76.75,TRUE
0.006765327695560253,5.383580080753701e-4,76.65,TRUE
0.00718816067653277,5.383580080753701e-4,76.51,TRUE
0.007610993657505285,5.383580080753701e-4,76.13,TRUE
0.008033826638477801,5.383580080753701e-4,75.43,TRUE
0.008456659619450317,5.383580080753701e-4,75.15,TRUE
0.008879492600422832,5.383580080753701e-4,75.12,TRUE
0.008879492600422832,6.056527590847914e-4,74.47,FALSE
0.008879492600422832,6.729475100942127e-4,74.2,FALSE
0.008879492600422832,7.402422611036339e-4,74.1,FALSE
0.008879492600422832,8.075370121130552e-4,74.04,FALSE
0.008879492600422832,8.748317631224764e-4,73.87,FALSE
0.008879492600422832,9.421265141318977e-4,73.67,FALSE
0.009302325581395349,9.421265141318977e-4,73.64,TRUE
0.009725158562367865,9.421265141318977e-4,73.47,TRUE
0.01014799154334038,9.421265141318977e-4,73.29,TRUE
0.010570824524312896,9.421265141318977e-4,73.17,TRUE
0.010993657505285413,9.421265141318977e-4,73.06,TRUE
0.010993657505285413,0.001009421265141319,72.47,FALSE
0.011416490486257928,0.001009421265141319,72.17,TRUE
0.011839323467230444,0.001009421265141319,72.11,TRUE
0.011839323467230444,0.0010767160161507402,72.08,FALSE
0.01226215644820296,0.0010767160161507402,71.87,TRUE
0.01226215644820296,0.0011440107671601616,71.75,FALSE
0.012684989429175475,0.0011440107671601616,71.71,TRUE
0.013107822410147992,0.0011440107671601616,71.64,TRUE
0.013107822410147992,0.0012113055181695827,71.61,FALSE
0.013107822410147992,0.0012786002691790041,71.56,FALSE
0.013107822410147992,0.0013458950201884253,71.47,FALSE
0.013530655391120507,0.0013458950201884253,71.44,TRUE
0.013530655391120507,0.0014131897711978465,70.96,FALSE
0.013530655391120507,0.0014804845222072679,70.85,FALSE
0.013953488372093023,0.0014804845222072679,70.57,TRUE
0.013953488372093023,0.001547779273216689,70.53,FALSE
0.01437632135306554,0.001547779273216689,70.42,TRUE
0.01437632135306554,0.0016150740242261105,70.26,FALSE
0.01437632135306554,0.0016823687752355316,69.93,FALSE
0.014799154334038054,0.0016823687752355316,69.76,TRUE
0.014799154334038054,0.0017496635262449528,69.71,FALSE
0.01522198731501057,0.0017496635262449528,69.68,TRUE
0.015644820295983086,0.0017496635262449528,69.5,TRUE
0.015644820295983086,0.0018169582772543742,69.26,FALSE
0.015644820295983086,0.0018842530282637954,69.19,FALSE
0.016067653276955602,0.0018842530282637954,68.81,TRUE
0.01649048625792812,0.0018842530282637954,68.77,TRUE
0.016913319238900635,0.0018842530282637954,68.75,TRUE
0.01733615221987315,0.0018842530282637954,68.69,TRUE
0.01733615221987315,0.0019515477792732168,68.56,FALSE
0.017758985200845664,0.0019515477792732168,68.43,TRUE
0.01818181818181818,0.0019515477792732168,68.09,TRUE
0.018604651162790697,0.0019515477792732168,68.04,TRUE
0.019027484143763214,0.0019515477792732168,68.03,TRUE
0.019027484143763214,0.002018842530282638,67.96,FALSE
0.01945031712473573,0.002018842530282638,67.91,TRUE
0.01945031712473573,0.002086137281292059,67.82,FALSE
0.019873150105708247,0.002086137281292059,67.7,TRUE
0.02029598308668076,0.002086137281292059,67.5,TRUE
0.020718816067653276,0.002086137281292059,67.5,TRUE
0.021141649048625793,0.002086137281292059,67.39,TRUE
0.021141649048625793,0.0021534320323014803,67.34,FALSE
0.021141649048625793,0.002220726783310902,67.23,FALSE
0.02156448202959831,0.002220726783310902,67.21,TRUE
0.02156448202959831,0.002288021534320323,67.03,FALSE
0.02156448202959831,0.0023553162853297443,67,FALSE
0.021987315010570826,0.0023553162853297443,66.91,TRUE
0.021987315010570826,0.0024226110363391655,66.68,FALSE
0.021987315010570826,0.0024899057873485867,66.55,FALSE
0.02241014799154334,0.0024899057873485867,66.37,TRUE
0.022832980972515855,0.0024899057873485867,66.09,TRUE
0.023255813953488372,0.0024899057873485867,66.01,TRUE
0.023255813953488372,0.0025572005383580083,65.99,FALSE
0.023255813953488372,0.0026244952893674295,65.98,FALSE
0.023255813953488372,0.0026917900403768506,65.97,FALSE
0.023255813953488372,0.002759084791386272,65.94,FALSE
0.023678646934460888,0.002759084791386272,65.94,TRUE
0.023678646934460888,0.002826379542395693,65.91,FALSE
0.024101479915433405,0.002826379542395693,65.84,TRUE
0.024101479915433405,0.0028936742934051146,65.63,FALSE
0.024101479915433405,0.0029609690444145358,65.63,FALSE
0.024101479915433405,0.003028263795423957,65.47,FALSE
0.02452431289640592,0.003028263795423957,65.33,TRUE
0.024947145877378434,0.003028263795423957,65.3,TRUE
0.024947145877378434,0.003095558546433378,65.3,FALSE
0.02536997885835095,0.003095558546433378,65.25,TRUE
0.02536997885835095,0.0031628532974427993,65.17,FALSE
0.02536997885835095,0.003230148048452221,65.04,FALSE
0.025792811839323467,0.003230148048452221,65.04,TRUE
0.026215644820295984,0.003230148048452221,64.85,TRUE
0.0266384778012685,0.003230148048452221,64.84,TRUE
0.027061310782241013,0.003230148048452221,64.83,TRUE
0.02748414376321353,0.003230148048452221,64.69,TRUE
0.02748414376321353,0.003297442799461642,64.46,FALSE
0.02748414376321353,0.0033647375504710633,64.43,FALSE
0.027906976744186046,0.0033647375504710633,64.36,TRUE
0.027906976744186046,0.0034320323014804845,64.32,FALSE
0.028329809725158563,0.0034320323014804845,64.21,TRUE
0.02875264270613108,0.0034320323014804845,64.02,TRUE
0.029175475687103596,0.0034320323014804845,64,TRUE
0.029175475687103596,0.0034993270524899056,63.86,FALSE
0.02959830866807611,0.0034993270524899056,63.59,TRUE
0.02959830866807611,0.0035666218034993273,63.56,FALSE
0.02959830866807611,0.0036339165545087484,63.52,FALSE
0.030021141649048625,0.0036339165545087484,63.47,TRUE
0.03044397463002114,0.0036339165545087484,63.19,TRUE
0.03044397463002114,0.0037012113055181696,63.18,FALSE
0.030866807610993658,0.0037012113055181696,63.09,TRUE
0.03128964059196617,0.0037012113055181696,63.03,TRUE
0.03171247357293869,0.0037012113055181696,62.95,TRUE
0.03171247357293869,0.003768506056527591,62.87,FALSE
0.03171247357293869,0.003835800807537012,62.55,FALSE
0.03171247357293869,0.0039030955585464336,62.46,FALSE
0.032135306553911204,0.0039030955585464336,62.41,TRUE
0.03255813953488372,0.0039030955585464336,62.33,TRUE
0.03298097251585624,0.0039030955585464336,62.3,TRUE
0.03340380549682875,0.0039030955585464336,62.17,TRUE
0.03340380549682875,0.003970390309555855,62.12,FALSE
0.03340380549682875,0.004037685060565276,62.09,FALSE
0.03340380549682875,0.004104979811574697,61.99,FALSE
0.03382663847780127,0.004104979811574697,61.96,TRUE
0.03382663847780127,0.004172274562584118,61.95,FALSE
0.03382663847780127,0.0042395693135935395,61.86,FALSE
0.03382663847780127,0.004306864064602961,61.84,FALSE
