TPR,FPR,scores.order.scores..decreasing...TRUE..,labels
0,6.550504388837941e-5,76.07,FALSE
4.091653027823241e-4,6.550504388837941e-5,76.03,TRUE
8.183306055646482e-4,6.550504388837941e-5,75.86,TRUE
0.0012274959083469722,6.550504388837941e-5,74.73,TRUE
0.0016366612111292963,6.550504388837941e-5,74.29,TRUE
0.0016366612111292963,1.3101008777675882e-4,72.3,FALSE
0.0016366612111292963,1.965151316651382e-4,71.8,FALSE
0.0020458265139116204,1.965151316651382e-4,71.74,TRUE
0.0024549918166939444,1.965151316651382e-4,70.04,TRUE
0.0024549918166939444,2.6202017555351765e-4,70.03,FALSE
0.0024549918166939444,3.27525219441897e-4,69.63,FALSE
0.0028641571194762683,3.27525219441897e-4,69.1,TRUE
0.0032733224222585926,3.27525219441897e-4,68.44,TRUE
0.0036824877250409165,3.27525219441897e-4,68.33,TRUE
0.0036824877250409165,3.930302633302764e-4,67.78,FALSE
0.0036824877250409165,4.5853530721865583e-4,67.66,FALSE
0.004091653027823241,4.5853530721865583e-4,67.46,TRUE
0.004500818330605565,4.5853530721865583e-4,67.31,TRUE
0.004909983633387889,4.5853530721865583e-4,67.1,TRUE
0.004909983633387889,5.240403511070353e-4,66.87,FALSE
0.004909983633387889,5.895453949954147e-4,66.73,FALSE
0.004909983633387889,6.55050438883794e-4,66.69,FALSE
0.005319148936170213,6.55050438883794e-4,66.43,TRUE
0.005319148936170213,7.205554827721735e-4,66.1,FALSE
0.0057283142389525366,7.205554827721735e-4,65.96,TRUE
0.0061374795417348605,7.205554827721735e-4,65.67,TRUE
0.0061374795417348605,7.860605266605528e-4,65.34,FALSE
0.0061374795417348605,8.515655705489323e-4,65.19,FALSE
0.006546644844517185,8.515655705489323e-4,64.95,TRUE
0.006546644844517185,9.170706144373117e-4,64.81,FALSE
0.006546644844517185,9.825756583256911e-4,64.66,FALSE
0.006546644844517185,0.0010480807022140706,64.65,FALSE
0.006955810147299509,0.0010480807022140706,64.45,TRUE
0.006955810147299509,0.0011135857461024498,64.44,FALSE
0.006955810147299509,0.0011790907899908293,64.25,FALSE
0.006955810147299509,0.0012445958338792088,64.22,FALSE
0.006955810147299509,0.001310100877767588,64.12,FALSE
0.007364975450081833,0.001310100877767588,63.5,TRUE
0.007364975450081833,0.0013756059216559675,63.29,FALSE
0.007774140752864157,0.0013756059216559675,62.83,TRUE
0.007774140752864157,0.001441110965544347,62.82,FALSE
0.007774140752864157,0.0015066160094327264,62.51,FALSE
0.008183306055646482,0.0015066160094327264,62.39,TRUE
0.008592471358428805,0.0015066160094327264,62.29,TRUE
0.00900163666121113,0.0015066160094327264,62.24,TRUE
0.009410801963993453,0.0015066160094327264,62.15,TRUE
0.009819967266775777,0.0015066160094327264,62.02,TRUE
0.010229132569558102,0.0015066160094327264,61.9,TRUE
0.010229132569558102,0.0015721210533211057,61.86,FALSE
0.010229132569558102,0.0016376260972094851,61.83,FALSE
0.010229132569558102,0.0017031311410978646,61.67,FALSE
0.010638297872340425,0.0017031311410978646,61.27,TRUE
0.01104746317512275,0.0017031311410978646,61.16,TRUE
0.011456628477905073,0.0017031311410978646,61.16,TRUE
0.011865793780687398,0.0017031311410978646,61.06,TRUE
0.011865793780687398,0.0017686361849862439,61.01,FALSE
0.011865793780687398,0.0018341412288746233,60.78,FALSE
0.012274959083469721,0.0018341412288746233,60.76,TRUE
0.012274959083469721,0.0018996462727630028,60.67,FALSE
0.012684124386252046,0.0018996462727630028,60.55,TRUE
0.01309328968903437,0.0018996462727630028,60.47,TRUE
0.013502454991816694,0.0018996462727630028,60.31,TRUE
0.013502454991816694,0.0019651513166513822,60.29,FALSE
0.013911620294599018,0.0019651513166513822,60.26,TRUE
0.014320785597381341,0.0019651513166513822,60.24,TRUE
0.014320785597381341,0.0020306563605397617,60.18,FALSE
0.014320785597381341,0.002096161404428141,60.03,FALSE
0.014729950900163666,0.002096161404428141,59.88,TRUE
0.014729950900163666,0.00216166644831652,59.83,FALSE
0.015139116202945991,0.00216166644831652,59.64,TRUE
0.015548281505728314,0.00216166644831652,59.55,TRUE
0.015957446808510637,0.00216166644831652,59.46,TRUE
0.015957446808510637,0.0022271714922048997,59.38,FALSE
0.015957446808510637,0.002292676536093279,59.33,FALSE
0.015957446808510637,0.0023581815799816586,59.33,FALSE
0.015957446808510637,0.002423686623870038,59.17,FALSE
0.015957446808510637,0.0024891916677584175,59.15,FALSE
0.015957446808510637,0.002554696711646797,59.02,FALSE
0.016366612111292964,0.002554696711646797,59.02,TRUE
0.016775777414075287,0.002554696711646797,59.01,TRUE
0.01718494271685761,0.002554696711646797,58.97,TRUE
0.01718494271685761,0.002620201755535176,58.96,FALSE
0.017594108019639936,0.002620201755535176,58.91,TRUE
0.017594108019639936,0.0026857067994235555,58.91,FALSE
0.01800327332242226,0.0026857067994235555,58.73,TRUE
0.01800327332242226,0.002751211843311935,58.69,FALSE
0.01800327332242226,0.0028167168872003144,58.61,FALSE
0.018412438625204582,0.0028167168872003144,58.58,TRUE
0.018412438625204582,0.002882221931088694,58.44,FALSE
0.018412438625204582,0.0029477269749770734,58.44,FALSE
0.018821603927986905,0.0029477269749770734,58.43,TRUE
0.019230769230769232,0.0029477269749770734,58.39,TRUE
0.019230769230769232,0.003013232018865453,58.38,FALSE
0.019639934533551555,0.003013232018865453,58.25,TRUE
0.020049099836333878,0.003013232018865453,58.21,TRUE
0.020049099836333878,0.003078737062753832,58.2,FALSE
0.020458265139116204,0.003078737062753832,58.2,TRUE
0.020458265139116204,0.0031442421066422113,58.19,FALSE
0.020458265139116204,0.003209747150530591,58.19,FALSE
0.020458265139116204,0.0032752521944189703,58.02,FALSE
0.020458265139116204,0.0033407572383073497,58.02,FALSE
0.020458265139116204,0.003406262282195729,57.88,FALSE
0.020867430441898527,0.003406262282195729,57.85,TRUE
0.020867430441898527,0.0034717673260841087,57.83,FALSE
0.020867430441898527,0.0035372723699724877,57.79,FALSE
0.020867430441898527,0.003602777413860867,57.5,FALSE
0.02127659574468085,0.003602777413860867,57.49,TRUE
0.02127659574468085,0.0036682824577492466,57.48,FALSE
0.021685761047463174,0.0036682824577492466,57.43,TRUE
0.021685761047463174,0.003733787501637626,57.32,FALSE
0.021685761047463174,0.0037992925455260056,57.26,FALSE
0.0220949263502455,0.0037992925455260056,57.19,TRUE
0.0220949263502455,0.003864797589414385,57.11,FALSE
0.022504091653027823,0.003864797589414385,57.06,TRUE
0.022913256955810146,0.003864797589414385,57.04,TRUE
0.023322422258592473,0.003864797589414385,57.03,TRUE
0.023322422258592473,0.0039303026333027645,57.03,FALSE
