TPR,FPR,scores.order.scores..decreasing...TRUE..,labels
0,9.648784253184099e-5,20.64,FALSE
0,1.9297568506368199e-4,20.64,FALSE
0,2.8946352759552294e-4,20.64,FALSE
0,3.8595137012736397e-4,20.64,FALSE
3.9108330074305825e-4,3.8595137012736397e-4,20.64,TRUE
7.821666014861165e-4,3.8595137012736397e-4,20.64,TRUE
7.821666014861165e-4,4.8243921265920495e-4,20.64,FALSE
0.0011732499022291747,4.8243921265920495e-4,20.64,TRUE
0.0011732499022291747,5.789270551910459e-4,20.64,FALSE
0.001564333202972233,5.789270551910459e-4,20.64,TRUE
0.0019554165037152915,5.789270551910459e-4,20.64,TRUE
0.0019554165037152915,6.75414897722887e-4,20.64,FALSE
0.0019554165037152915,7.719027402547279e-4,20.64,FALSE
0.0019554165037152915,8.683905827865689e-4,20.64,FALSE
0.0019554165037152915,9.648784253184099e-4,20.64,FALSE
0.0019554165037152915,0.0010613662678502509,20.64,FALSE
0.0019554165037152915,0.0011578541103820917,20.64,FALSE
0.0019554165037152915,0.0012543419529139328,20.64,FALSE
0.0019554165037152915,0.001350829795445774,20.64,FALSE
0.0019554165037152915,0.0014473176379776148,20.64,FALSE
0.0019554165037152915,0.0015438054805094559,20.64,FALSE
0.0019554165037152915,0.0016402933230412968,20.64,FALSE
0.0019554165037152915,0.0017367811655731378,20.64,FALSE
0.0019554165037152915,0.0018332690081049787,20.64,FALSE
0.0019554165037152915,0.0019297568506368198,20.64,FALSE
0.0019554165037152915,0.002026244693168661,20.64,FALSE
0.0019554165037152915,0.0021227325357005018,20.64,FALSE
0.0023464998044583495,0.0021227325357005018,20.64,TRUE
0.002737583105201408,0.0021227325357005018,20.64,TRUE
0.002737583105201408,0.0022192203782323426,20.64,FALSE
0.002737583105201408,0.0023157082207641835,20.64,FALSE
0.002737583105201408,0.002412196063296025,20.64,FALSE
0.002737583105201408,0.0025086839058278657,20.64,FALSE
0.003128666405944466,0.0025086839058278657,20.64,TRUE
0.003128666405944466,0.0026051717483597065,20.64,FALSE
0.003128666405944466,0.002701659590891548,20.64,FALSE
0.0035197497066875244,0.002701659590891548,20.64,TRUE
0.003910833007430583,0.002701659590891548,20.64,TRUE
0.003910833007430583,0.0027981474334233887,20.64,FALSE
0.003910833007430583,0.0028946352759552296,20.64,FALSE
0.003910833007430583,0.0029911231184870705,20.64,FALSE
0.003910833007430583,0.0030876109610189118,20.64,FALSE
0.003910833007430583,0.0031840988035507526,20.64,FALSE
0.003910833007430583,0.0032805866460825935,20.64,FALSE
0.004301916308173641,0.0032805866460825935,20.64,TRUE
0.004301916308173641,0.0033770744886144344,20.64,FALSE
0.004692999608916699,0.0033770744886144344,20.64,TRUE
0.004692999608916699,0.0034735623311462757,20.64,FALSE
0.004692999608916699,0.0035700501736781166,20.64,FALSE
0.004692999608916699,0.0036665380162099574,20.64,FALSE
0.004692999608916699,0.0037630258587417987,20.64,FALSE
0.004692999608916699,0.0038595137012736396,20.64,FALSE
0.005084082909659757,0.0038595137012736396,20.64,TRUE
0.005084082909659757,0.0039560015438054805,20.64,FALSE
0.005084082909659757,0.004052489386337322,20.64,FALSE
0.005084082909659757,0.004148977228869162,20.64,FALSE
0.005084082909659757,0.0042454650714010035,20.64,FALSE
0.005084082909659757,0.004341952913932845,20.64,FALSE
0.005084082909659757,0.004438440756464685,20.64,FALSE
0.005084082909659757,0.0045349285989965266,20.64,FALSE
0.005084082909659757,0.004631416441528367,20.64,FALSE
0.005084082909659757,0.004727904284060208,20.64,FALSE
0.005084082909659757,0.00482439212659205,20.64,FALSE
0.005084082909659757,0.00492087996912389,20.64,FALSE
0.005084082909659757,0.005017367811655731,20.64,FALSE
0.005084082909659757,0.005113855654187573,20.64,FALSE
0.005084082909659757,0.005210343496719413,20.64,FALSE
0.005475166210402816,0.005210343496719413,20.64,TRUE
0.005475166210402816,0.005306831339251254,20.64,FALSE
